what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263587743780
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263587745160
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263587748078
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263587749234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263587750497
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263587752640
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263587813118
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263587818781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589183833
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589199119
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589449562
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589474650
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589564606
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1263589573145
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1263589575262
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263589578514
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1263589589135
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589591868
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589692271
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263589704400
executed,command,,,"com.google.gdt.eclipse.suite.launch.ui.webappLaunchShortcut.run",1263589712748
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589721374
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589721378
started,bundle,com.google.gwt.eclipse.oophm,1.2.0.v200912062003,"com.google.gwt.eclipse.oophm",1263589722257
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589722486
