what,kind,bundleId,bundleVersion,description,time
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1263591318819
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1263591318819
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1263591318819
java.vm.specification.version,sysinfo,,,"1.0",1263591318819
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1263591318819
java.vm.version,sysinfo,,,"14.0-b08",1263591318819
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1263591318951
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1263591318955
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1263591319413
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591331721
activated,view,com.google.gwt.eclipse.oophm,1.2.0.v200912062003,"com.google.gwt.eclipse.DevModeView",1263591332239
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1263591334874
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591336063
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591337216
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591339893
started,bundle,com.google.gdt.eclipse.platform.e35,1.2.0.v200912062003,"com.google.gdt.eclipse.platform.e35",1263591347929
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1263591348594
started,bundle,org.eclipse.wst.css.core,1.1.300.v200904131653,"org.eclipse.wst.css.core",1263591349133
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591384691
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1263591388430
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1263591390407
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591390996
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1263591391286
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1263591395089
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591476916
