what,kind,bundleId,bundleVersion,description,time
activated,view,com.google.gwt.eclipse.oophm,1.2.0.v200912062003,"com.google.gwt.eclipse.DevModeView",1263591477057
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591479513
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591481334
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591483681
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591517013
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591518218
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591520708
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591521820
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263591606895
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263591606910
activated,view,com.google.gwt.eclipse.oophm,1.2.0.v200912062003,"com.google.gwt.eclipse.DevModeView",1263591609351
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591643415
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591661207
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591694703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591699174
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591702937
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591703815
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591707552
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263591709464
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591718055
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591787814
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591791696
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263591797477
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1263591804835
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1263591806709
