what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1263592348626
java.vm.version,sysinfo,,,"14.0-b08",1263592348626
started,bundle,org.tmatesoft.svnkit,1.3.1.6109,"org.tmatesoft.svnkit",1263592349629
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592350524
started,bundle,com.sun.jna,3.1.0,"com.sun.jna",1263592351453
activated,view,com.google.gwt.eclipse.oophm,1.2.0.v200912062003,"com.google.gwt.eclipse.DevModeView",1263592351560
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263592352279
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1263592354011
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1263592354047
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1263592358453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592371067
opened,view,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1263592375315
opened,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui.GenericHistoryView",1263592375496
opened,view,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.ui.views.repositories",1263592375608
activated,perspective,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui.svnPerspective",1263592375687
activated,editor,com.google.gwt.eclipse.core,1.2.0.v200912062003,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1263592375941
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.perspectives.showPerspective",1263592375980
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.perspectives.showPerspective",1263592375981
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592376207
activated,view,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1263592378071
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592381984
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263592384199
no handler,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1263592386481
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263592394258
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263592412575
