what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1263589799280
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1263589800965
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263589806618
activated,view,com.google.gwt.eclipse.oophm,1.2.0.v200912062003,"com.google.gwt.eclipse.DevModeView",1263589818237
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589820094
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589823003
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589828324
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589833888
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263589835608
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263589949816
activated,view,com.google.gwt.eclipse.oophm,1.2.0.v200912062003,"com.google.gwt.eclipse.DevModeView",1263589952644
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263590146980
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263590153859
started,bundle,org.eclipse.wst.css.ui,1.0.401.v200907171457,"org.eclipse.wst.css.ui",1263590170117
started,bundle,org.eclipse.xsd,2.5.0.v200906151043,"org.eclipse.xsd",1263590170343
opened,editor,com.google.gwt.eclipse.core,1.2.0.v200912062003,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1263590172227
activated,editor,com.google.gwt.eclipse.core,1.2.0.v200912062003,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1263590173348
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263590192446
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263590278324
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1263590288845
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263590294677
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1263590301228
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1263590301729
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1263590315477
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263590320247
