what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tmatesoft.svnkit,1.3.1.6109,"org.tmatesoft.svnkit",1263594272882
started,bundle,com.sun.jna,3.1.0,"com.sun.jna",1263594274703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594284009
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594739311
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594740619
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594792516
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1263594796270
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594799233
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594826990
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594829471
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594850958
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594855170
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594859932
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594861946
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594868930
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594871087
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594875120
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAutomatically",1263594879205
activated,editor,com.google.gwt.eclipse.core,1.2.0.v200912062003,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1263594880393
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594881296
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594896310
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594899142
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263594952806
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1263594957398
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAutomatically",1263594966309
