what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263592420749
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592424789
opened,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.sync.views.SynchronizeView",1263592473557
activated,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.sync.views.SynchronizeView",1263592473652
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.views.showView",1263592473675
started,bundle,org.eclipse.ui.navigator,3.4.1.M20090911-1550,"org.eclipse.ui.navigator",1263592482064
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592482626
executed,command,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui.synchronizeAll",1263592499471
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592499626
activated,view,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1263592499998
activated,perspective,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.JavaPerspective",1263592504557
activated,editor,com.google.gwt.eclipse.core,1.2.0.v200912062003,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1263592504770
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263592508119
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592509958
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592515567
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592517958
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592533874
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592553809
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1263592565502
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592565678
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1263592574320
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592577367
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592593526
activated,editor,com.google.gwt.eclipse.core,1.2.0.v200912062003,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1263592594817
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263592598047
